team,team_code,shirt_number,position,player_text,name_on_shirt,dob,club,height_cm,caps,goals,player_key,shirt_key
Belgium,BEL,24,MF,ONANA Amadou Amadou Ba Z MVOM ONANA ONANA,Z MVOM ONANA ONANA,2001-08-16,Aston Villa FC (ENG),192,29,1,onana amadou amadou ba z mvom onana onana,z mvom onana onana
Belgium,BEL,25,DF,NGOY Nathan Nathan NGOY NGOY,NGOY NGOY,2003-06-10,Lille OSC (FRA),183,4,0,ngoy nathan nathan ngoy ngoy,ngoy ngoy
Belgium,BEL,26,FW,FERNANDEZ-PARDO Matias Matias FERNANDEZ-PARDO FERNANDEZ-PARDO,FERNANDEZ-PARDO FERNANDEZ-PARDO,2005-02-03,Lille OSC (FRA),188,2,0,fernandez pardo matias matias fernandez pardo fernandez pardo,fernandez pardo fernandez pardo
Bosnia And Herzegovina,BIH,1,GK,VASILJ Nikola Nikola VASILJ VASILJ,VASILJ VASILJ,1995-12-02,FC St. Pauli (GER),193,26,0,vasilj nikola nikola vasilj vasilj,vasilj vasilj
Bosnia And Herzegovina,BIH,2,DF,MUJAKIC Nihad Nihad MUJAKIĆ MUJAKIĆ,MUJAKIĆ MUJAKIĆ,1998-04-15,Gaziantep FK (TUR),189,12,1,mujakic nihad nihad mujaki mujaki,mujaki mujaki
Bosnia And Herzegovina,BIH,3,DF,HADZIKADUNIC Dennis Dennis HADŽIKADUNIĆ HADŽIKADUNIĆ,HADŽIKADUNIĆ HADŽIKADUNIĆ,1998-07-09,UC Sampdoria (ITA),191,32,0,hadzikadunic dennis dennis had ikaduni had ikaduni,had ikaduni had ikaduni
Bosnia And Herzegovina,BIH,4,DF,MUHAREMOVIC Tarik Tarik MUHAREMOVIĆ MUHAREMOVIĆ,MUHAREMOVIĆ MUHAREMOVIĆ,2003-02-28,US Sassuolo (ITA),192,14,1,muharemovic tarik tarik muharemovi muharemovi,muharemovi muharemovi
Bosnia And Herzegovina,BIH,5,DF,KOLASINAC Sead Sead KOLAŠINAC KOLAŠINAC,KOLAŠINAC KOLAŠINAC,1993-06-20,Atalanta Bergamo (ITA),183,65,0,kolasinac sead sead kola inac kola inac,kola inac kola inac
Bosnia And Herzegovina,BIH,6,MF,TAHIROVIC Benjamin Benjamin TAHIROVIC TAHIROVIĆ,TAHIROVIC TAHIROVIĆ,2003-03-03,Brøndby IF (DEN),191,28,2,tahirovic benjamin benjamin tahirovic tahirovi,tahirovic tahirovi
Bosnia And Herzegovina,BIH,7,DF,DEDIC Amar Amar DEDIĆ DEDIĆ,DEDIĆ DEDIĆ,2002-08-18,SL Benca (POR),180,28,1,dedic amar amar dedi dedi,dedi dedi
Bosnia And Herzegovina,BIH,8,MF,GIGOVIC Armin Armin GIGOVIĆ GIGOVIĆ,GIGOVIĆ GIGOVIĆ,2002-04-06,BSC Young Boys (SUI),187,20,1,gigovic armin armin gigovi gigovi,gigovi gigovi
Bosnia And Herzegovina,BIH,9,FW,BAZDAR Samed Samed BAŽDAR BAŽDAR,BAŽDAR BAŽDAR,2004-01-31,Jagiellonia Białystok (POL),189,13,1,bazdar samed samed ba dar ba dar,ba dar ba dar
Bosnia And Herzegovina,BIH,10,FW,DEMIROVIC Ermedin Ermedin DEMIROVIĆ DEMIROVIĆ,DEMIROVIĆ DEMIROVIĆ,1998-03-25,VfB Stuttgart (GER),185,40,4,demirovic ermedin ermedin demirovi demirovi,demirovi demirovi
Bosnia And Herzegovina,BIH,11,FW,DZEKO Edin Edin DŽEKO DŽEKO,DŽEKO DŽEKO,1986-03-17,FC Schalke 04 (GER),192,148,73,dzeko edin edin d eko d eko,d eko d eko
Bosnia And Herzegovina,BIH,12,GK,JURKAS Mladen Mladen JURKAS JURKAS,JURKAS JURKAS,2007-10-07,FK Borac Banja Luka (BIH),193,0,0,jurkas mladen mladen jurkas jurkas,jurkas jurkas
Bosnia And Herzegovina,BIH,13,MF,BASIC Ivan Ivan BAŠIĆ BAŠIĆ,BAŠIĆ BAŠIĆ,2002-04-30,FC Astana (KAZ),178,17,0,basic ivan ivan ba i ba i,ba i ba i
Bosnia And Herzegovina,BIH,14,MF,SUNJIC Ivan Ivan ŠUNJIĆ ŠUNJIĆ,ŠUNJIĆ ŠUNJIĆ,1996-10-09,Pafos FC (CYP),183,11,0,sunjic ivan ivan unji unji,unji unji
Bosnia And Herzegovina,BIH,15,MF,MEMIC Amar Amar MEMIĆ MEMIĆ,MEMIĆ MEMIĆ,2001-01-20,FC Viktoria Plzeň (CZE),176,13,1,memic amar amar memi memi,memi memi
Bosnia And Herzegovina,BIH,16,MF,HADZIAHMETOVIC Amir Amir HADŽIAHMETOVIĆ HADŽIAHMETOVIĆ,HADŽIAHMETOVIĆ HADŽIAHMETOVIĆ,1997-03-08,Hull City FC (ENG),179,36,0,hadziahmetovic amir amir had iahmetovi had iahmetovi,had iahmetovi had iahmetovi
Bosnia And Herzegovina,BIH,17,MF,BURNIC Dzenis Dženis BURNIĆ BURNIĆ,BURNIĆ BURNIĆ,1998-05-22,Karlsruher SC (GER),182,20,0,burnic dzenis d enis burni burni,burni burni
Bosnia And Herzegovina,BIH,18,DF,KATIC Nikola Nikola KATIĆ KATIĆ,KATIĆ KATIĆ,1996-10-10,FC Schalke 04 (GER),194,17,2,katic nikola nikola kati kati,kati kati
Bosnia And Herzegovina,BIH,19,FW,ALAJBEGOVIC Kerim Kerim ALAJBEGOVIĆ ALAJBEGOVIĆ,ALAJBEGOVIĆ ALAJBEGOVIĆ,2007-09-21,FC Red Bull Salzburg (AUT),186,10,1,alajbegovic kerim kerim alajbegovi alajbegovi,alajbegovi alajbegovi
Bosnia And Herzegovina,BIH,20,FW,BAJRAKTAREVIC Esmir Esmir BAJRAKTAREVIĆ BAJRAKTAREVIĆ,BAJRAKTAREVIĆ BAJRAKTAREVIĆ,2005-03-10,PSV Eindhoven (NED),175,16,1,bajraktarevic esmir esmir bajraktarevi bajraktarevi,bajraktarevi bajraktarevi
Bosnia And Herzegovina,BIH,21,DF,RADELJIC Stjepan Stjepan RADELJIĆ RADELJIĆ,RADELJIĆ RADELJIĆ,1997-09-05,HNK Rijeka (CRO),201,5,0,radeljic stjepan stjepan radelji radelji,radelji radelji
Bosnia And Herzegovina,BIH,22,GK,ZLOMISLIC Martin Martin ZLOMISLIĆ ZLOMISLIĆ,ZLOMISLIĆ ZLOMISLIĆ,1998-08-16,HNK Rijeka (CRO),189,3,0,zlomislic martin martin zlomisli zlomisli,zlomisli zlomisli
Bosnia And Herzegovina,BIH,23,FW,TABAKOVIC Haris Haris TABAKOVIĆ TABAKOVIĆ,TABAKOVIĆ TABAKOVIĆ,1994-06-20,Borussia Mönchengladbach (GER),196,10,4,tabakovic haris haris tabakovi tabakovi,tabakovi tabakovi
Bosnia And Herzegovina,BIH,24,DF,MALIC Arjan Arjan MALIĆ MALIĆ,MALIĆ MALIĆ,2005-08-28,SK Sturm Graz (AUT),188,8,0,malic arjan arjan mali mali,mali mali
Bosnia And Herzegovina,BIH,25,FW,LUKIC Jovo Jovo LUKIĆ LUKIĆ,LUKIĆ LUKIĆ,1998-11-28,Universitatea Cluj (ROU),190,3,0,lukic jovo jovo luki luki,luki luki
Bosnia And Herzegovina,BIH,26,MF,MAHMIC Ermin Ermin MAHMIĆ MAHMIĆ,MAHMIĆ MAHMIĆ,2005-03-14,FC Slovan Liberec (CZE),182,2,0,mahmic ermin ermin mahmi mahmi,mahmi mahmi
Brazil,BRA,1,GK,ALISSON Álisson Ramsés BECKER A. BECKER,A. BECKER,1992-10-02,Liverpool FC (ENG),193,78,0,alisson lisson rams s becker a becker,a becker
Brazil,BRA,2,MF,EDERSON SILVA Éderson José DOS SANTOS LOURENÇO DA SILVA ÉDERSON S.,S.,1999-07-07,Atalanta Bergamo (ITA),184,3,0,ederson silva derson jos dos santos louren o da silva derson s,s
Brazil,BRA,3,DF,GABRIEL MAGALHAES Gabriel DOS SANTOS MAGALHÃES GABRIEL,DOS SANTOS MAGALHÃES GABRIEL,1997-12-19,Arsenal FC (ENG),190,17,1,gabriel magalhaes gabriel dos santos magalh es gabriel,dos santos magalh es gabriel
Brazil,BRA,4,DF,MARQUINHOS Marcos AOAS CORREA MARQUINHOS,AOAS CORREA MARQUINHOS,1994-05-14,Paris Saint-Germain (FRA),183,105,7,marquinhos marcos aoas correa marquinhos,aoas correa marquinhos
Brazil,BRA,5,MF,CASEMIRO Carlos Henrique CASIMIRO CASEMIRO,CASIMIRO CASEMIRO,1992-02-23,Manchester United FC (ENG),185,86,9,casemiro carlos henrique casimiro casemiro,casimiro casemiro
Brazil,BRA,6,DF,ALEX SANDRO Alex Sandro LOBO SILVA ALEX SANDRO,LOBO SILVA ALEX SANDRO,1991-01-26,CR Flamengo (BRA),180,45,2,alex sandro alex sandro lobo silva alex sandro,lobo silva alex sandro
Brazil,BRA,7,FW,VINICIUS JUNIOR Vinicius José PAIXÃO DE OLIVEIRA JÚNIOR VINI JR.,JR.,2000-07-12,Real Madrid C. F. (ESP),176,49,9,vinicius junior vinicius jos paix o de oliveira j nior vini jr,jr
Brazil,BRA,8,MF,BRUNO GUIMARAES Bruno GUIMARÃES RODRIGUEZ MOURA BRUNO G.,G.,1997-11-16,Newcastle United FC (ENG),182,43,3,bruno guimaraes bruno guimar es rodriguez moura bruno g,g
Brazil,BRA,9,FW,MATHEUS CUNHA Matheus SANTOS CARNEIRO DA CUNHA CUNHA,SANTOS CARNEIRO DA CUNHA CUNHA,1999-05-27,Manchester United FC (ENG),183,23,1,matheus cunha matheus santos carneiro da cunha cunha,santos carneiro da cunha cunha
Brazil,BRA,10,FW,NEYMAR JR Neymar DA SILVA SANTOS JÚNIOR NEYMAR JR,DA SILVA SANTOS JÚNIOR NEYMAR JR,1992-02-05,Santos FC (BRA),175,128,79,neymar jr neymar da silva santos j nior neymar jr,da silva santos j nior neymar jr
Brazil,BRA,11,FW,RAPHINHA Raphael DIAS BELLOLI RAPHINHA,DIAS BELLOLI RAPHINHA,1996-12-14,FC Barcelona (ESP),176,39,11,raphinha raphael dias belloli raphinha,dias belloli raphinha
Brazil,BRA,12,GK,WEVERTON Weverton PEREIRA DA SILVA WEVERTON,PEREIRA DA SILVA WEVERTON,1987-12-13,Grêmio FBPA (BRA),189,11,0,weverton weverton pereira da silva weverton,pereira da silva weverton
Brazil,BRA,13,DF,DANILO Danilo Luiz DA SILVA DANILO,DA SILVA DANILO,1991-07-15,CR Flamengo (BRA),184,70,1,danilo danilo luiz da silva danilo,da silva danilo
Brazil,BRA,14,DF,BREMER Gleison Bremer SILVA NASCIMENTO BREMER,SILVA NASCIMENTO BREMER,1997-03-18,Juventus FC (ITA),188,8,1,bremer gleison bremer silva nascimento bremer,silva nascimento bremer
Brazil,BRA,15,DF,LEO PEREIRA Leonardo PEREIRA LÉO PEREIRA,PEREIRA LÉO PEREIRA,1996-01-31,CR Flamengo (BRA),189,4,0,leo pereira leonardo pereira l o pereira,pereira l o pereira
Brazil,BRA,16,DF,DOUGLAS SANTOS Douglas DOS SANTOS JUSTINO DE MELO DOUGLAS S.,S.,1994-03-22,FC Zenit St. Petersburg (RUS),173,7,0,douglas santos douglas dos santos justino de melo douglas s,s
Brazil,BRA,17,MF,FABINHO Fabio Henrique TAVARES FABINHO,TAVARES FABINHO,1993-10-23,Al Ittihad (KSA),188,33,0,fabinho fabio henrique tavares fabinho,tavares fabinho
Brazil,BRA,18,MF,DANILO SANTOS Danilo DOS SANTOS DE OLIVEIRA DANILO S.,S.,2001-04-29,Botafogo (BRA),177,4,2,danilo santos danilo dos santos de oliveira danilo s,s
Brazil,BRA,19,FW,ENDRICK Endrick Felipe MOREIRA DE SOUSA PESSOA ENDRICK,MOREIRA DE SOUSA PESSOA ENDRICK,2006-07-21,Olympique Lyonnais (FRA),172,17,4,endrick endrick felipe moreira de sousa pessoa endrick,moreira de sousa pessoa endrick
Brazil,BRA,20,MF,LUCAS PAQUETA Lucas TOLENTINO COELHO DE LIMA L. PAQUETÁ,L. PAQUETÁ,1997-08-27,CR Flamengo (BRA),183,63,13,lucas paqueta lucas tolentino coelho de lima l paquet,l paquet
Brazil,BRA,21,FW,LUIZ HENRIQUE Luiz Henrique André ROSA DA SILVA L. HENRIQUE,L. HENRIQUE,2001-01-02,FC Zenit St. Petersburg (RUS),182,15,2,luiz henrique luiz henrique andr rosa da silva l henrique,l henrique
Brazil,BRA,22,FW,GABRIEL MARTINELLI Gabriel TEODORO MARTINELLI SILVA MARTINELLI,TEODORO MARTINELLI SILVA MARTINELLI,2001-06-18,Arsenal FC (ENG),178,23,4,gabriel martinelli gabriel teodoro martinelli silva martinelli,teodoro martinelli silva martinelli
Brazil,BRA,23,GK,EDERSON Ederson SANTANA DE MORAES EDERSON,SANTANA DE MORAES EDERSON,1993-08-17,Fenerbahçe SK (TUR),188,32,0,ederson ederson santana de moraes ederson,santana de moraes ederson
Brazil,BRA,24,DF,ROGER IBANEZ Roger IBAÑEZ DA SILVA IBAÑEZ,IBAÑEZ DA SILVA IBAÑEZ,1998-11-23,Al Ahli FC (KSA),186,7,0,roger ibanez roger iba ez da silva iba ez,iba ez da silva iba ez
Brazil,BRA,25,FW,IGOR THIAGO Igor Thiago NASCIMENTO RODRIGUES THIAGO,NASCIMENTO RODRIGUES THIAGO,2001-06-26,Brentford FC (ENG),190,4,2,igor thiago igor thiago nascimento rodrigues thiago,nascimento rodrigues thiago
Brazil,BRA,26,FW,RAYAN Rayan Vitor SIMPLICIO ROCHA RAYAN,SIMPLICIO ROCHA RAYAN,2006-08-03,AFC Bournemouth (ENG),187,2,1,rayan rayan vitor simplicio rocha rayan,simplicio rocha rayan
Cabo Verde,CPV,1,GK,VOZINHA Josimar José ÉVORA DIAS VOZINHA,ÉVORA DIAS VOZINHA,1986-06-03,GD Chaves (POR),189,90,0,vozinha josimar jos vora dias vozinha,vora dias vozinha
Cabo Verde,CPV,2,DF,STOPIRA Ianique DOS SANTOS TAVARES STOPIRA,DOS SANTOS TAVARES STOPIRA,1988-05-20,SCU Torreense (POR),178,61,4,stopira ianique dos santos tavares stopira,dos santos tavares stopira
Cabo Verde,CPV,3,DF,DINEY BORGES Edilson Alberto MONTEIRO SANCHES BORGES BORGES,MONTEIRO SANCHES BORGES BORGES,1995-01-17,Al Bataeh Club (UAE),185,32,2,diney borges edilson alberto monteiro sanches borges borges,monteiro sanches borges borges
Cabo Verde,CPV,4,DF,PICO LOPES Roberto Carlos LOPES LOPES,LOPES LOPES,1992-06-17,Shamrock Rovers FC (IRL),186,45,0,pico lopes roberto carlos lopes lopes,lopes lopes
Cabo Verde,CPV,5,DF,LOGAN COSTA Logan Evans COSTA COSTA,COSTA COSTA,2001-04-01,Villarreal CF (ESP),190,28,0,logan costa logan evans costa costa,costa costa
Cabo Verde,CPV,6,MF,KEVIN PINA Kevin Lenini GONÇALVES PEREIRA DE PINA KEVIN L.,L.,1997-01-27,FC Krasnodar (RUS),177,31,3,kevin pina kevin lenini gon alves pereira de pina kevin l,l
Cabo Verde,CPV,7,MF,JOVANE CABRAL Jovane Eduardo BORGES CABRAL JOVANE,BORGES CABRAL JOVANE,1998-06-14,CF Estrela Da Amadora (POR),174,29,3,jovane cabral jovane eduardo borges cabral jovane,borges cabral jovane
Cabo Verde,CPV,8,MF,JOAO PAULO João Paulo MOREIRA FERNANDES JOÃO PAULO,MOREIRA FERNANDES JOÃO PAULO,1998-05-26,FC FCSB (ROU),180,41,1,joao paulo jo o paulo moreira fernandes jo o paulo,moreira fernandes jo o paulo
Cabo Verde,CPV,9,FW,GILSON BENCHIMOL Gilson BENCHIMOL TAVARES BENCHIMOL,BENCHIMOL TAVARES BENCHIMOL,2001-12-29,FC Akron Tolyatti (RUS),187,21,6,gilson benchimol gilson benchimol tavares benchimol,benchimol tavares benchimol
Cabo Verde,CPV,10,MF,JAMIRO MONTEIRO Jamiro Gregory MONTEIRO ALVARENGA MONTEIRO,MONTEIRO ALVARENGA MONTEIRO,1993-11-23,PEC Zwolle (NED),175,55,5,jamiro monteiro jamiro gregory monteiro alvarenga monteiro,monteiro alvarenga monteiro
Cabo Verde,CPV,11,MF,GARRY RODRIGUES Garry MENDES RODRIGUES RODRIGUES,MENDES RODRIGUES RODRIGUES,1990-11-27,Apollon Limassol (CYP),173,61,10,garry rodrigues garry mendes rodrigues rodrigues,mendes rodrigues rodrigues
Cabo Verde,CPV,12,GK,MARCIO ROSA Márcio Salomão BRAZÃO DA ROSA MARCIO,BRAZÃO DA ROSA MARCIO,1997-02-23,PFC Montana (BUL),186,11,0,marcio rosa m rcio salom o braz o da rosa marcio,braz o da rosa marcio
Cabo Verde,CPV,13,DF,SIDNY LOPES CABRAL Sidny LOPES CABRAL LOPES CABRAL,LOPES CABRAL LOPES CABRAL,2002-09-18,SL Benca (POR),176,11,3,sidny lopes cabral sidny lopes cabral lopes cabral,lopes cabral lopes cabral
Cabo Verde,CPV,14,MF,DEROY DUARTE Deroy D'ENCARNAÇÃO DUARTE D. DUARTE,D. DUARTE,1999-07-04,PFC Ludogorets Razgrad (BUL),177,33,0,deroy duarte deroy d encarna o duarte d duarte,d duarte
Cabo Verde,CPV,15,MF,LAROS DUARTE Laros Michael D'ENCARNAÇÃO DUARTE L. DUARTE,L. DUARTE,1997-02-28,Puskás Akadémia FC (HUN),180,20,1,laros duarte laros michael d encarna o duarte l duarte,l duarte
Cabo Verde,CPV,16,MF,YANNICK SEMEDO Jair SEMEDO MONTEIRO Y. SEMEDO,Y. SEMEDO,1995-12-29,SC Farense (POR),176,11,1,yannick semedo jair semedo monteiro y semedo,y semedo
Cabo Verde,CPV,17,MF,WILLY SEMEDO Willy Johnson SEMEDO AFONSO SEMEDO,SEMEDO AFONSO SEMEDO,1994-04-27,AC Omonia (CYP),185,38,3,willy semedo willy johnson semedo afonso semedo,semedo afonso semedo
Cabo Verde,CPV,18,MF,TELMO ARCANJO Telmo Emanuel GOMES ARCANJO ARCANJO,GOMES ARCANJO ARCANJO,2001-06-21,Vitória SC (POR),180,16,1,telmo arcanjo telmo emanuel gomes arcanjo arcanjo,gomes arcanjo arcanjo
Cabo Verde,CPV,19,FW,DAILON LIVRAMENTO Dailon ROCHA LIVRAMENTO LIVRAMENTO,ROCHA LIVRAMENTO LIVRAMENTO,2001-05-04,Casa Pia AC (POR),185,22,7,dailon livramento dailon rocha livramento livramento,rocha livramento livramento
Cabo Verde,CPV,20,FW,RYAN MENDES Ryan Isaac DA GRACA MENDES RYAN,DA GRACA MENDES RYAN,1990-01-08,Iğdır FK (TUR),178,98,22,ryan mendes ryan isaac da graca mendes ryan,da graca mendes ryan
Cabo Verde,CPV,21,MF,NUNO DA COSTA Nuno Miguel DA COSTA JOIA DA COSTA,DA COSTA JOIA DA COSTA,1991-02-10,Başakşehir FK (TUR),182,9,2,nuno da costa nuno miguel da costa joia da costa,da costa joia da costa
Cabo Verde,CPV,22,DF,STEVEN MOREIRA Steven MOREIRA MOREIRA,MOREIRA MOREIRA,1994-08-13,Columbus Crew (USA),178,20,0,steven moreira steven moreira moreira,moreira moreira
Cabo Verde,CPV,23,GK,CJ DOS SANTOS Carlos Joaquim ANTUNES DOS SANTOS DOS SANTOS,ANTUNES DOS SANTOS DOS SANTOS,2000-08-24,San Diego FC (USA),189,1,0,cj dos santos carlos joaquim antunes dos santos dos santos,antunes dos santos dos santos
Cabo Verde,CPV,24,DF,WAGNER PINA Wagner Fabricio CARDOSO DE PINA WAGNER P.,P.,2002-11-03,Trabzonspor (TUR),180,14,0,wagner pina wagner fabricio cardoso de pina wagner p,p
Cabo Verde,CPV,25,DF,KELVIN PIRES Kelvin SPENCER PIRES KELVIN,SPENCER PIRES KELVIN,2000-06-05,SJK (FIN),193,6,1,kelvin pires kelvin spencer pires kelvin,spencer pires kelvin
Cabo Verde,CPV,26,MF,HELIO VARELA Hélio Sandro OLIVEIRA ALVES VARELA HÉLIO,OLIVEIRA ALVES VARELA HÉLIO,2002-05-03,Maccabi Tel-Aviv FC (ISR),176,21,0,helio varela h lio sandro oliveira alves varela h lio,oliveira alves varela h lio
Canada,CAN,1,GK,ST. CLAIR Dayne Dayne Tristan ST. CLAIR ST. CLAIR,ST. CLAIR ST. CLAIR,1997-05-09,Inter Miami CF (USA),191,20,0,st clair dayne dayne tristan st clair st clair,st clair st clair
Canada,CAN,2,DF,JOHNSTON Alistair Alistair William JOHNSTON JOHNSTON,JOHNSTON JOHNSTON,1998-10-08,Celtic FC (SCO),180,58,1,johnston alistair alistair william johnston johnston,johnston johnston
Canada,CAN,3,DF,JONES Ale Ale Charles JONES JONES,JONES JONES,1997-10-07,Middlesbrough FC (ENG),191,2,0,jones ale ale charles jones jones,jones jones
Canada,CAN,4,DF,DE FOUGEROLLES Luc Luc ROLLET DE FOUGEROLLES DE FOUGEROLLES,ROLLET DE FOUGEROLLES DE FOUGEROLLES,2005-10-12,FCV Dender EH (BEL),183,13,0,de fougerolles luc luc rollet de fougerolles de fougerolles,rollet de fougerolles de fougerolles
Canada,CAN,5,DF,WATERMAN Joel Joel Robert WATERMAN WATERMAN,WATERMAN WATERMAN,1996-01-24,Chicago Fire FC (USA),185,17,0,waterman joel joel robert waterman waterman,waterman waterman
Canada,CAN,6,MF,CHOINIERE Mathieu Mathieu CHOINIÈRE CHOINIÈRE,CHOINIÈRE CHOINIÈRE,1999-02-07,LAFC (USA),173,24,0,choiniere mathieu mathieu choini re choini re,choini re choini re
Canada,CAN,7,MF,EUSTAQUIO Stephen Stephen EUSTAQUIO EUSTÁQUIO,EUSTAQUIO EUSTÁQUIO,1996-12-21,LAFC (USA),175,56,4,eustaquio stephen stephen eustaquio eust quio,eustaquio eust quio
Canada,CAN,8,MF,KONE Ismael Ismaël Kenneth Jordan KONE KONÉ,KONE KONÉ,2002-06-16,US Sassuolo (ITA),188,40,4,kone ismael isma l kenneth jordan kone kon,kone kon
Canada,CAN,9,FW,LARIN Cyle Cyle Christopher LARIN LARIN,LARIN LARIN,1995-04-17,Southampton FC (ENG),188,90,30,larin cyle cyle christopher larin larin,larin larin
Canada,CAN,10,FW,DAVID Jonathan Jonathan Christian DAVID J. DAVID,J. DAVID,2000-01-14,Juventus FC (ITA),175,77,39,david jonathan jonathan christian david j david,j david
Canada,CAN,11,MF,MILLAR Liam Liam Alan MILLAR MILLAR,MILLAR MILLAR,1999-09-27,Hull City FC (ENG),176,41,1,millar liam liam alan millar millar,millar millar
Canada,CAN,12,FW,OLUWASEYI Tani Tanitoluwa Oluwatimilehin OLUWASEYI OLUWASEYI,OLUWASEYI OLUWASEYI,2000-05-15,Villarreal CF (ESP),187,24,2,oluwaseyi tani tanitoluwa oluwatimilehin oluwaseyi oluwaseyi,oluwaseyi oluwaseyi
Canada,CAN,13,DF,CORNELIUS Derek Derek Austin CORNELIUS CORNELIUS,CORNELIUS CORNELIUS,1997-11-25,Rangers FC (SCO),186,44,1,cornelius derek derek austin cornelius cornelius,cornelius cornelius
Canada,CAN,14,MF,SHAFFELBURG Jacob Jacob Everett SHAFFELBURG SHAFFELBURG,SHAFFELBURG SHAFFELBURG,1999-11-26,LAFC (USA),181,31,6,shaffelburg jacob jacob everett shaffelburg shaffelburg,shaffelburg shaffelburg
Canada,CAN,15,DF,BOMBITO Moise Moïse Bombito LUMPUNGU BOMBITO,LUMPUNGU BOMBITO,2000-03-30,OGC Nice (FRA),190,20,0,bombito moise mo se bombito lumpungu bombito,lumpungu bombito
Canada,CAN,16,GK,CREPEAU Maxime Maxime CRÉPEAU CRÉPEAU,CRÉPEAU CRÉPEAU,1994-05-11,Orlando City SC (USA),185,32,0,crepeau maxime maxime cr peau cr peau,cr peau cr peau
Canada,CAN,17,FW,BUCHANAN Tajon Tajon Trevor BUCHANAN BUCHANAN,BUCHANAN BUCHANAN,1999-02-08,Villarreal CF (ESP),183,60,8,buchanan tajon tajon trevor buchanan buchanan,buchanan buchanan
Canada,CAN,18,GK,GOODMAN Owen Owen Olamidayo GOODMAN GOODMAN,GOODMAN GOODMAN,2003-11-27,Barnsley (ENG),193,0,0,goodman owen owen olamidayo goodman goodman,goodman goodman
Canada,CAN,19,DF,DAVIES Alphonso Alphonso Boyle DAVIES DAVIES,DAVIES DAVIES,2000-11-02,FC Bayern München (GER),183,58,15,davies alphonso alphonso boyle davies davies,davies davies
Canada,CAN,20,FW,AHMED Ali Ali AHMED AHMED,AHMED AHMED,2000-10-10,Norwich City FC (ENG),180,24,1,ahmed ali ali ahmed ahmed,ahmed ahmed
Canada,CAN,21,MF,OSORIO Jonathan Jonathan OSORIO OSORIO,OSORIO OSORIO,1992-06-12,Toronto FC (CAN),175,91,10,osorio jonathan jonathan osorio osorio,osorio osorio
Canada,CAN,22,DF,LARYEA Richie Richmond Mamah LARYEA LARYEA,LARYEA LARYEA,1995-01-07,Toronto FC (CAN),175,76,1,laryea richie richmond mamah laryea laryea,laryea laryea
Canada,CAN,23,DF,SIGUR Niko Niko Kristian SIGUR SIGUR,SIGUR SIGUR,2003-09-09,HNK Hajduk Split (CRO),178,19,2,sigur niko niko kristian sigur sigur,sigur sigur
Canada,CAN,24,FW,DAVID Promise Promise Oluwatobi Emmanuel DAVID PROMISE,DAVID PROMISE,2001-07-03,Royale Union Saint-Gilloise (BEL),195,10,3,david promise promise oluwatobi emmanuel david promise,david promise
Canada,CAN,25,MF,SALIBA Nathan Nathan-Dylan SALIBA SALIBA,SALIBA SALIBA,2004-02-07,RSC Anderlecht (BEL),174,15,2,saliba nathan nathan dylan saliba saliba,saliba saliba
Canada,CAN,26,FW,NELSON Jayden Jayden NELSON NELSON,NELSON NELSON,2002-09-26,Austin FC (USA),170,15,2,nelson jayden jayden nelson nelson,nelson nelson
Colombia,COL,1,GK,OSPINA David David OSPINA RAMIREZ OSPINA,OSPINA RAMIREZ OSPINA,1988-08-31,Atlético Nacional (COL),183,130,0,ospina david david ospina ramirez ospina,ospina ramirez ospina
Colombia,COL,2,DF,MUNOZ Daniel Daniel MUÑOZ MEJIA D. MUÑOZ,D. MUÑOZ,1996-05-26,Crystal Palace FC (ENG),180,46,3,munoz daniel daniel mu oz mejia d mu oz,d mu oz
Colombia,COL,3,DF,LUCUMI Jhon Jhon Janer LUCUMI BONILLA J. LUCUMI,J. LUCUMI,1998-06-26,Bologna FC (ITA),187,37,1,lucumi jhon jhon janer lucumi bonilla j lucumi,j lucumi
Colombia,COL,4,DF,ARIAS Santiago Santiago ARIAS NARANJO ARIAS,ARIAS NARANJO ARIAS,1992-01-13,CA Independiente (ARG),177,68,0,arias santiago santiago arias naranjo arias,arias naranjo arias
Colombia,COL,5,MF,CASTANO Kevin Kevin Duvan CASTAÑO GIL K. CASTAÑO,K. CASTAÑO,2000-09-29,CA River Plate (ARG),179,25,0,castano kevin kevin duvan casta o gil k casta o,k casta o
Colombia,COL,6,MF,RIOS Richard Richard RÍOS MONTOYA RICHARD RIOS,RÍOS MONTOYA RICHARD RIOS,2000-06-02,SL Benca (POR),185,32,2,rios richard richard r os montoya richard rios,r os montoya richard rios
Colombia,COL,7,FW,DIAZ Luis Luis Fernando DÍAZ MARULANDA LUIS DIAZ,DÍAZ MARULANDA LUIS DIAZ,1997-01-13,FC Bayern München (GER),179,74,22,diaz luis luis fernando d az marulanda luis diaz,d az marulanda luis diaz
Colombia,COL,8,MF,CARRASCAL Jorge Jorge Andres CARRASCAL GUARDO CARRASCAL,CARRASCAL GUARDO CARRASCAL,1998-05-25,CR Flamengo (BRA),180,25,2,carrascal jorge jorge andres carrascal guardo carrascal,carrascal guardo carrascal
Colombia,COL,9,FW,CORDOBA Jhon Jhon Andrés CÓRDOBA COPETE CORDOBA,CÓRDOBA COPETE CORDOBA,1993-05-11,FC Krasnodar (RUS),186,21,6,cordoba jhon jhon andr s c rdoba copete cordoba,c rdoba copete cordoba
